ID,Age_Years,Gender,Marital_Status,Education,Employment,Account_Tenure_Months,Account_Balance,Transaction_Frequency,Product_Count,Number_of_Complaints,Satisfaction_Rate,Support_Calls,Email_Subscription,Has_Credit_Card,Churn_Status,Customer_Value_Score,Engagement_Level,Risk_Profile
CUST2398,28,Male,Single,Primary,Employed,83,175701,20,3,0,0.77,3,1,1,1,0.356,Medium,Low_Risk
CUST0279,39,Male,Divorced,Secondary,Self-employed,117,366310,10,3,0,0.86,1,1,0,1,0.356,Medium,Low_Risk
CUST2543,35,Female,Married,Secondary,Unemployed,117,112066,16,4,1,0.51,0,0,0,1,0.356,Medium,Low_Risk
CUST0460,48,Male,Married,University,Employed,114,254236,13,2,0,0.67,2,1,0,1,0.355,Medium,Low_Risk
CUST2855,34,Male,Married,Primary,Employed,23,499672,22,4,0,0.71,0,1,0,1,0.355,High,Low_Risk
CUST0750,33,Female,Married,Secondary,Self-employed,151,44563,12,2,0,0.89,1,0,1,1,0.355,Low,Low_Risk
CUST0514,22,Male,Married,Primary,Self-employed,109,204331,15,2,0,0.85,0,1,0,1,0.355,Medium,Low_Risk
CUST0604,18,Male,Single,Primary,Self-employed,98,450160,11,2,0,0.68,0,1,0,1,0.355,Low,Low_Risk
CUST2808,51,Female,Single,Primary,Employed,142,148847,11,2,0,0.98,1,1,0,1,0.355,Low,Low_Risk
CUST1551,33,Female,Single,Secondary,Self-employed,134,76775,14,2,0,0.99,1,0,0,1,0.355,Medium,Low_Risk
CUST1021,42,Male,Single,University,Employed,142,103610,12,1,1,0.67,0,1,0,1,0.355,Low,Low_Risk
CUST2571,45,Male,Married,Secondary,Employed,105,141742,17,1,1,0.72,0,1,1,1,0.354,Low,Low_Risk
CUST2424,50,Female,Single,University,Employed,154,20151,12,1,0,0.65,3,1,0,1,0.354,Low,Low_Risk
CUST2698,32,Female,Married,Secondary,Employed,100,7585,21,3,2,0.57,1,1,0,1,0.354,Medium,Medium_Risk
CUST0810,18,Female,Married,Primary,Self-employed,84,118345,21,4,0,0.97,0,1,1,1,0.354,High,Low_Risk
CUST2620,41,Female,Married,Secondary,Employed,140,113482,12,2,1,0.51,1,1,0,1,0.354,Low,Low_Risk
CUST1590,25,Male,Married,Primary,Employed,72,244504,20,4,1,0.63,1,1,1,1,0.354,High,Low_Risk
CUST2991,47,Female,Married,University,Unemployed,146,32246,13,3,0,0.74,1,0,0,1,0.354,Medium,Low_Risk
CUST0961,18,Female,Married,Primary,Employed,138,1505,15,2,0,0.87,1,1,0,1,0.354,Medium,Low_Risk
CUST2511,40,Female,Married,,Self-employed,113,1506,19,4,0,0.91,1,0,0,1,0.353,High,Low_Risk
CUST2624,33,Female,Married,Secondary,Self-employed,58,335856,20,3,0,0.67,0,1,1,1,0.353,Medium,Low_Risk
CUST1792,35,Female,Married,Secondary,Employed,54,449623,18,1,0,0.51,2,0,1,1,0.353,Medium,Low_Risk
CUST0136,31,Female,Divorced,University,Employed,150,1326,13,1,0,0.83,0,1,1,1,0.353,Low,Low_Risk
CUST0832,28,Male,Divorced,Secondary,Self-employed,112,175797,15,2,1,0.76,0,0,0,1,0.353,Medium,Low_Risk
CUST2821,36,Female,Married,,Employed,87,391032,14,3,0,0.65,1,0,0,1,0.353,Medium,Low_Risk
CUST2279,47,Male,Married,University,Self-employed,135,17705,15,1,1,0.82,2,0,0,1,0.353,Low,Low_Risk
CUST2534,38,Female,Married,Primary,Employed,65,76819,25,4,0,0.94,1,1,0,1,0.353,High,Low_Risk
CUST2203,26,Male,Single,Secondary,Employed,91,406185,13,2,1,0.87,1,1,0,1,0.353,Medium,Low_Risk
CUST1852,23,Female,Married,Secondary,Employed,73,57010,24,3,1,0.8,0,0,1,1,0.352,High,Low_Risk
CUST0192,19,Female,Single,Secondary,Employed,126,77413,15,1,1,0.77,0,0,0,1,0.352,Low,Low_Risk
CUST0926,38,Female,Divorced,,Self-employed,137,43886,14,1,1,0.95,0,1,0,1,0.352,Low,Low_Risk
CUST0531,30,Male,Married,Secondary,Unemployed,83,327648,16,2,1,0.92,1,0,1,1,0.352,Medium,Low_Risk
CUST2057,32,Female,Single,Primary,Employed,118,89733,16,2,0,0.84,0,1,0,1,0.352,Medium,Low_Risk
CUST2292,24,Male,Divorced,Secondary,Employed,129,180893,12,2,0,0.7,1,1,0,1,0.352,Low,Low_Risk
CUST2140,34,Female,Single,,Self-employed,143,42742,13,1,0,0.53,0,1,1,1,0.352,Low,Low_Risk
CUST2873,26,Female,Married,Secondary,Unemployed,81,302617,17,2,0,0.91,0,1,0,1,0.352,Medium,Low_Risk
CUST0351,39,Male,Single,Secondary,Employed,134,15329,15,3,0,0.9,0,1,1,1,0.351,Medium,Low_Risk
CUST0727,25,Male,Married,Primary,Self-employed,93,256604,16,4,0,0.61,1,0,1,1,0.351,Medium,Low_Risk
CUST0660,39,Male,Married,Primary,Employed,136,4593,15,3,0,0.9,0,0,0,1,0.351,Medium,Low_Risk
CUST2439,31,Female,Single,University,Employed,121,359786,9,2,0,0.93,1,1,1,1,0.351,Low,Low_Risk
CUST0220,25,Female,Single,Primary,Employed,123,93806,15,2,0,0.69,0,1,0,1,0.351,Medium,Low_Risk
CUST0636,18,Female,Married,Secondary,Self-employed,116,55844,17,1,0,0.89,1,1,0,1,0.351,Low,Low_Risk
CUST0790,25,Male,Married,University,Self-employed,98,10916,21,3,0,0.64,2,0,0,1,0.351,Medium,Low_Risk
CUST2531,47,Female,Single,University,Unemployed,94,163330,18,4,0,0.65,0,1,0,1,0.351,High,Low_Risk
CUST0164,35,Female,Married,Primary,Unemployed,23,441790,23,3,0,0.78,1,1,0,1,0.351,High,Low_Risk
CUST2421,47,Female,Single,University,Employed,115,102097,16,1,0,0.64,1,1,0,1,0.35,Low,Low_Risk
CUST0374,45,Male,Single,Secondary,Self-employed,92,89235,20,1,0,0.8,1,1,0,1,0.35,Medium,Low_Risk
CUST0152,44,Male,Single,University,Employed,105,42243,19,4,0,0.81,0,1,1,1,0.35,High,Low_Risk
CUST0842,54,Male,Married,Primary,Self-employed,38,334114,23,3,0,0.75,3,0,1,1,0.35,High,Low_Risk
CUST0856,35,Male,Married,Primary,Employed,86,429953,13,2,0,0.84,1,1,0,1,0.35,Medium,Low_Risk
CUST1711,38,Male,Married,Primary,Employed,140,58032,13,4,0,0.96,0,1,1,1,0.35,Medium,Low_Risk
CUST2885,27,Male,Single,University,Unemployed,78,312387,17,2,0,0.94,3,0,1,1,0.35,Medium,Low_Risk
CUST1788,39,Female,Single,Secondary,Self-employed,150,73902,11,3,0,0.79,1,1,1,1,0.35,Medium,Low_Risk
CUST0915,31,Male,Married,Primary,Self-employed,99,35739,20,2,0,0.67,1,0,1,1,0.349,Medium,Low_Risk
CUST1406,36,Female,Married,Secondary,Employed,88,196677,18,1,0,0.57,1,1,0,1,0.349,Medium,Low_Risk
CUST2630,48,Female,Married,University,Self-employed,171,8238,9,1,0,0.67,0,0,0,1,0.349,Low,Low_Risk
CUST1825,33,Female,Married,University,Self-employed,145,17418,13,4,0,0.93,0,1,0,1,0.349,Medium,Low_Risk
CUST2352,36,Female,Divorced,Secondary,Employed,17,473798,23,1,0,0.8,0,0,0,1,0.349,Medium,Low_Risk
CUST0493,23,Female,Married,,Employed,139,10674,14,3,0,0.74,0,1,0,1,0.348,Medium,Low_Risk
CUST1474,30,Male,Single,University,Employed,80,37740,23,2,0,0.84,1,1,0,1,0.348,Medium,Low_Risk
CUST2081,32,Female,Married,Secondary,Employed,115,136952,15,1,0,0.75,1,1,0,1,0.348,Low,Low_Risk
CUST2368,48,Male,Married,Secondary,Self-employed,116,1598,18,2,1,0.92,2,0,1,1,0.348,Medium,Low_Risk
CUST0376,33,Male,Married,Secondary,Employed,113,148238,15,1,0,0.81,2,0,1,1,0.348,Low,Low_Risk
CUST0640,45,Female,Single,Secondary,Employed,128,4894,16,1,1,0.6,0,1,0,1,0.348,Low,Low_Risk
CUST2514,34,Male,Divorced,Secondary,Self-employed,74,207038,20,1,1,0.62,2,0,1,1,0.348,Medium,Low_Risk
CUST2527,42,Female,Single,Secondary,Employed,71,221898,20,2,0,0.58,0,1,0,1,0.347,Medium,Low_Risk
CUST2965,30,Female,Divorced,Primary,Unemployed,96,7555,21,1,0,0.61,1,1,1,1,0.347,Medium,Low_Risk
CUST0491,37,Male,Married,,Employed,116,38516,17,1,0,0.57,3,1,0,1,0.347,Low,Low_Risk
CUST2057,35,Female,Single,University,Employed,102,263841,14,3,0,0.59,1,0,0,1,0.347,Medium,Low_Risk
CUST1867,34,Male,Married,Secondary,Employed,88,18568,22,2,1,0.9,0,1,0,1,0.347,Medium,Low_Risk
CUST2220,29,Male,Single,University,Employed,115,387267,9,1,1,0.93,4,0,0,1,0.347,Low,Medium_Risk
CUST0458,31,Female,Married,University,Employed,144,52945,12,2,0,0.97,1,1,0,1,0.346,Low,Low_Risk
CUST2738,23,Male,Married,University,Employed,129,28970,15,1,1,0.86,1,0,0,1,0.346,Low,Low_Risk
CUST1472,44,Male,Married,University,Self-employed,133,131433,12,1,0,0.92,0,1,1,1,0.346,Low,Low_Risk
CUST2122,45,Female,Single,Primary,Self-employed,152,128372,9,3,0,0.93,1,1,0,1,0.346,Medium,Low_Risk
CUST0032,30,Female,Married,Primary,Employed,87,63375,21,1,0,0.99,1,0,0,1,0.346,Medium,Low_Risk
CUST0072,30,Female,Single,Secondary,Self-employed,139,3940,14,3,0,0.92,0,1,0,1,0.346,Medium,Low_Risk
CUST0693,45,Female,Single,Primary,Self-employed,127,3356,16,2,0,0.83,0,0,1,1,0.346,Medium,Low_Risk
CUST1634,46,Female,Divorced,Primary,Employed,106,231790,14,2,1,0.63,0,1,1,1,0.346,Medium,Low_Risk
CUST2246,56,Female,Married,Primary,Unemployed,104,76089,18,2,0,0.6,0,1,1,1,0.346,Medium,Low_Risk
CUST0636,34,Female,Married,University,Employed,4,805134,17,4,0,0.87,1,0,0,1,0.346,High,Low_Risk
CUST1758,30,Female,Married,Primary,Employed,159,287344,4,3,1,0.75,1,1,0,1,0.345,Low,Low_Risk
CUST1381,45,Female,Married,,Self-employed,130,18657,15,2,0,0.6,0,1,0,1,0.345,Medium,Low_Risk
CUST0711,24,Female,Married,Primary,Employed,98,450853,10,2,0,0.76,0,0,1,1,0.345,Low,Low_Risk
CUST1010,33,Male,Single,,Unemployed,156,93874,9,2,0,0.81,2,1,0,1,0.345,Low,Low_Risk
CUST0068,35,Female,Divorced,Secondary,Employed,122,31648,16,4,0,0.98,0,1,0,1,0.345,Medium,Low_Risk
CUST0315,33,Female,Single,Primary,Employed,117,65429,16,2,0,0.6,2,0,0,1,0.345,Medium,Low_Risk
CUST0908,35,Male,Single,Primary,Self-employed,107,91098,17,1,0,0.76,1,0,0,1,0.345,Low,Low_Risk
CUST1700,33,Male,Married,Secondary,Employed,124,61447,15,2,0,0.54,3,1,0,1,0.345,Medium,Low_Risk
CUST2991,39,Male,Married,University,Employed,93,63527,20,3,0,0.61,1,0,0,1,0.345,Medium,Low_Risk
CUST0454,49,Female,Single,Secondary,Employed,137,12134,14,3,0,0.56,0,1,0,1,0.345,Medium,Low_Risk
CUST1384,18,Female,Married,Primary,Employed,83,299693,16,4,0,0.51,1,0,1,1,0.345,Medium,Low_Risk
CUST2315,39,Male,Divorced,,Employed,110,239567,13,1,0,0.76,2,0,1,1,0.344,Low,Low_Risk
CUST2138,50,Male,Single,Primary,Unemployed,121,204534,12,1,1,0.53,1,1,1,1,0.344,Low,Low_Risk
CUST1784,33,Male,Married,Primary,Employed,102,36975,19,2,0,0.94,0,1,1,1,0.344,Medium,Low_Risk
CUST1888,35,Male,Married,Secondary,Self-employed,22,462055,22,3,0,0.54,2,0,0,1,0.344,High,Low_Risk
CUST0498,24,Female,Single,Secondary,Employed,78,33154,23,1,0,0.76,1,1,0,1,0.344,Medium,Low_Risk
CUST1471,40,Male,Married,,Employed,85,107238,20,1,0,0.61,1,1,1,1,0.343,Medium,Low_Risk
CUST2249,23,Female,Married,Secondary,Employed,104,233742,14,2,0,0.93,0,1,1,1,0.343,Medium,Low_Risk
CUST0793,28,Female,Married,Secondary,Employed,120,81698,15,4,0,0.68,1,1,0,1,0.343,Medium,Low_Risk
CUST0926,48,Male,Married,Secondary,Employed,97,279846,14,3,0,0.54,1,1,0,1,0.343,Medium,Low_Risk
CUST0350,46,Female,Married,,Self-employed,116,109792,15,1,1,0.78,2,0,0,1,0.343,Low,Low_Risk
CUST0005,36,Male,Single,,Employed,114,79788,16,2,0,0.94,0,1,1,1,0.343,Medium,Low_Risk
CUST2220,30,Female,Single,Secondary,Employed,73,191034,20,4,0,0.64,1,1,1,1,0.343,High,Low_Risk
CUST1330,43,Male,Single,Secondary,Employed,51,513002,16,1,0,0.69,0,1,0,1,0.343,Low,Low_Risk
CUST2301,38,Male,Married,Primary,Employed,86,273807,16,1,0,0.7,1,0,0,1,0.343,Low,Low_Risk
CUST0656,41,Female,Married,University,Employed,61,273034,20,1,1,0.55,0,0,0,1,0.343,Medium,Low_Risk
CUST0183,30,Female,Married,University,Unemployed,106,6824,19,4,0,0.92,1,1,0,1,0.343,High,Low_Risk
CUST2875,32,Male,Single,Primary,Employed,99,52014,19,2,0,0.61,2,1,0,1,0.342,Medium,Low_Risk
CUST1886,33,Male,Divorced,Secondary,Employed,84,112230,20,1,0,0.55,0,0,1,1,0.342,Medium,Low_Risk
CUST2383,25,Male,Married,University,Employed,103,25062,19,2,0,0.78,1,1,0,1,0.342,Medium,Low_Risk
CUST0886,19,Male,Married,Primary,Self-employed,106,45286,18,2,2,0.65,1,0,0,1,0.342,Medium,Medium_Risk
CUST1531,30,Male,Single,University,Employed,93,345820,13,2,0,0.69,2,1,0,1,0.342,Medium,Low_Risk
CUST1485,35,Female,Married,University,Self-employed,118,88517,15,2,0,0.74,0,0,0,1,0.342,Medium,Low_Risk
CUST1641,28,Female,Divorced,,Unemployed,84,195482,18,2,0,0.98,3,1,0,1,0.342,Medium,Low_Risk
CUST2149,25,Female,Married,University,Employed,76,422265,14,2,2,0.56,2,1,0,1,0.342,Medium,Medium_Risk
CUST2314,35,Female,Married,,Self-employed,130,6789,15,1,1,0.71,2,1,1,1,0.342,Low,Low_Risk
CUST2675,44,Male,Single,University,Self-employed,83,288594,16,1,0,0.96,0,1,0,1,0.342,Low,Low_Risk
CUST1991,18,Female,Married,,Self-employed,86,183190,18,4,1,0.84,1,1,1,1,0.342,High,Low_Risk
CUST2740,35,Male,Single,University,Self-employed,98,99067,18,1,0,0.92,0,1,0,1,0.342,Medium,Low_Risk
CUST0829,42,Male,Married,University,Employed,111,179041,14,2,0,0.55,1,1,0,1,0.342,Medium,Low_Risk
CUST1345,18,Female,Married,Primary,Employed,124,6134,16,3,1,0.66,0,1,0,1,0.342,Medium,Low_Risk
CUST0358,18,Male,Single,Secondary,Self-employed,121,28676,16,1,0,0.82,1,1,1,1,0.342,Low,Low_Risk
CUST0275,32,Male,Single,Secondary,Employed,97,358038,12,1,0,0.71,1,1,0,1,0.341,Low,Low_Risk
CUST1961,48,Male,Married,University,Employed,109,18395,18,2,1,0.52,0,1,0,1,0.341,Medium,Low_Risk
CUST1556,23,Male,Married,Primary,Employed,84,63996,21,3,0,0.62,0,1,0,1,0.341,Medium,Low_Risk
CUST0640,40,Male,Single,Primary,Employed,49,304045,21,3,0,0.74,0,1,0,1,0.341,Medium,Low_Risk
CUST2742,33,Female,Married,,Employed,88,375536,13,1,0,0.6,0,0,0,1,0.341,Low,Low_Risk
CUST1429,38,Female,Single,Secondary,Self-employed,74,263298,18,2,0,0.79,2,0,0,1,0.341,Medium,Low_Risk
CUST2874,29,Male,Married,University,Employed,78,448121,13,4,0,0.97,3,0,0,1,0.341,Medium,Low_Risk
CUST0191,21,Female,Divorced,Secondary,Employed,88,75355,20,2,0,0.95,4,1,0,1,0.34,Medium,Low_Risk
CUST0213,36,Male,Single,Primary,Self-employed,100,79327,18,2,2,0.82,0,1,0,1,0.34,Medium,Low_Risk
CUST1023,32,Female,Married,Secondary,Employed,27,200376,27,1,0,0.8,3,1,1,1,0.34,Medium,Low_Risk
CUST2933,38,Female,Single,Secondary,Employed,64,368601,17,1,1,0.65,2,1,0,1,0.34,Low,Low_Risk
CUST0116,33,Female,Married,Primary,Employed,122,10546,16,2,0,0.81,1,1,0,1,0.34,Medium,Low_Risk
CUST0860,32,Female,Single,Primary,Self-employed,101,68279,18,1,0,0.97,4,1,1,1,0.339,Medium,Low_Risk
CUST0242,47,Female,Single,Primary,Self-employed,37,551954,17,2,0,0.98,2,1,1,1,0.339,Medium,Low_Risk
CUST1244,50,Female,Married,University,Unemployed,110,173229,14,4,1,0.64,1,1,1,1,0.339,Medium,Low_Risk
CUST0187,34,Male,Married,Primary,Employed,95,404720,11,4,0,0.53,0,1,0,1,0.339,Medium,Low_Risk
CUST2653,18,Female,Married,Secondary,Employed,146,11083,12,2,0,0.68,2,0,0,1,0.339,Low,Low_Risk
CUST0732,29,Female,Single,Secondary,Self-employed,109,98654,16,2,0,0.98,2,0,0,1,0.339,Medium,Low_Risk
CUST1465,45,Male,Married,Primary,Self-employed,130,250699,9,4,0,0.51,1,1,0,1,0.339,Medium,Low_Risk
CUST1454,59,Male,Married,University,Unemployed,137,118367,11,1,0,0.82,0,0,1,1,0.339,Low,Low_Risk
CUST0443,42,Female,Married,Primary,Unemployed,135,1750,14,1,0,0.75,1,1,0,1,0.339,Low,Low_Risk
CUST1874,49,Female,Single,,Employed,115,14354,17,1,1,0.69,0,1,0,1,0.339,Low,Low_Risk
CUST2437,31,Male,Married,Primary,Employed,107,66741,17,1,0,0.99,0,0,0,1,0.339,Low,Low_Risk
CUST0173,47,Female,Single,,Employed,116,44944,16,3,1,0.62,3,1,0,1,0.338,Medium,Medium_Risk
CUST2680,57,Male,Married,Secondary,Employed,86,208083,17,3,1,0.74,0,1,0,1,0.338,Medium,Low_Risk
CUST2824,46,Male,Married,Primary,Employed,147,41751,11,1,0,0.92,3,0,1,1,0.337,Low,Low_Risk
CUST0901,35,Male,Divorced,Primary,Self-employed,55,248052,21,4,1,0.71,1,1,0,1,0.337,High,Low_Risk
CUST2978,33,Female,Married,Secondary,Employed,99,29405,19,4,0,0.71,0,1,0,1,0.337,High,Low_Risk
CUST1962,30,Male,Single,,Employed,144,17247,12,1,0,0.74,1,1,1,1,0.337,Low,Low_Risk
CUST1255,33,Female,Divorced,University,Self-employed,146,47240,11,1,0,0.98,1,1,0,1,0.337,Low,Low_Risk
CUST0653,36,Female,Married,Secondary,Self-employed,115,5851,17,2,0,0.81,1,1,1,1,0.337,Medium,Low_Risk
CUST1449,34,Male,Married,Secondary,Unemployed,68,244487,19,1,2,0.75,1,1,0,1,0.337,Medium,Medium_Risk
CUST2767,27,Female,Single,Primary,Unemployed,86,205779,17,2,0,0.83,1,0,1,1,0.337,Medium,Low_Risk
CUST0937,43,Male,Married,Primary,Employed,51,275217,21,3,0,0.84,2,1,0,1,0.337,Medium,Low_Risk
CUST1303,54,Male,Married,Primary,Self-employed,131,63855,13,3,0,0.86,0,1,1,1,0.337,Medium,Low_Risk
CUST2981,43,Female,Single,Primary,Employed,40,693311,13,4,1,0.53,1,1,0,1,0.337,Medium,Low_Risk
CUST2925,33,Male,Married,Secondary,Employed,59,257395,20,1,1,0.67,2,0,0,1,0.336,Medium,Low_Risk
CUST2478,29,Female,Married,Secondary,Employed,79,205407,18,1,0,0.71,1,0,0,1,0.336,Medium,Low_Risk
CUST2339,40,Male,Married,,Employed,106,20295,18,1,0,0.69,1,0,0,1,0.336,Medium,Low_Risk
CUST0012,34,Female,Divorced,Primary,Employed,126,52673,14,2,1,0.57,1,1,0,1,0.336,Medium,Low_Risk
CUST1024,28,Female,Divorced,Secondary,Self-employed,132,13422,14,1,0,0.69,1,1,1,1,0.336,Low,Low_Risk
CUST1899,40,Female,Married,Primary,Employed,79,162155,19,2,0,0.86,1,1,0,1,0.336,Medium,Low_Risk
CUST0798,41,Male,Married,Secondary,Self-employed,98,202026,15,2,1,0.53,2,1,0,1,0.336,Medium,Low_Risk
CUST2685,40,Male,Single,Secondary,Employed,93,273905,14,2,1,0.57,1,1,1,1,0.335,Medium,Low_Risk
CUST1796,29,Male,Married,Secondary,Employed,82,351279,14,4,0,0.98,0,0,0,1,0.335,Medium,Low_Risk
CUST2729,20,Male,Divorced,University,Self-employed,136,20586,13,3,0,0.58,0,0,0,1,0.335,Medium,Low_Risk
CUST1779,23,Female,Married,Secondary,Employed,108,130868,15,1,0,0.69,4,0,1,1,0.335,Low,Low_Risk
CUST0624,42,Female,Married,,Employed,92,240247,15,1,0,0.76,1,1,0,1,0.335,Low,Low_Risk
CUST0170,19,Male,Single,Secondary,Employed,72,163918,20,3,0,0.81,0,0,0,1,0.335,Medium,Low_Risk
CUST0490,36,Male,Married,University,Employed,106,186311,14,2,1,0.97,3,0,1,1,0.335,Medium,Medium_Risk
CUST0491,41,Female,Divorced,Primary,Employed,48,202440,23,2,1,0.87,0,1,1,1,0.335,Medium,Low_Risk
CUST2972,52,Male,Divorced,University,Employed,82,54310,21,2,0,0.91,1,1,0,1,0.335,Medium,Low_Risk
CUST2997,37,Female,Single,Secondary,Self-employed,69,441954,14,1,1,0.55,1,1,0,1,0.335,Low,Low_Risk
CUST2414,22,Female,Single,Primary,Employed,95,302921,13,1,0,0.61,0,1,0,1,0.335,Low,Low_Risk
CUST0013,27,Male,Single,University,Self-employed,86,195059,17,1,0,0.63,1,1,1,1,0.335,Low,Low_Risk
CUST1415,21,Female,Married,Primary,Unemployed,99,19402,19,2,0,0.58,1,1,1,1,0.334,Medium,Low_Risk
CUST2708,43,Male,Single,Primary,Employed,150,7540,11,2,0,0.57,2,1,1,1,0.334,Low,Low_Risk
CUST1315,40,Male,Single,Secondary,Self-employed,66,116686,22,1,0,0.5,0,1,1,1,0.334,Medium,Low_Risk
CUST0035,25,Male,Married,Secondary,Employed,65,38633,24,4,1,0.61,1,1,0,1,0.334,High,Low_Risk
CUST0087,46,Female,Single,University,Self-employed,74,103110,21,2,0,0.67,0,1,0,1,0.334,Medium,Low_Risk
CUST1934,27,Female,Single,Secondary,Unemployed,101,46683,18,3,1,0.54,0,1,0,1,0.334,Medium,Low_Risk
CUST1420,29,Male,Married,Secondary,Self-employed,134,33234,13,2,0,0.58,2,1,1,1,0.334,Medium,Low_Risk
CUST2941,23,Female,Single,Primary,Self-employed,127,36500,14,1,0,0.65,2,1,0,1,0.334,Low,Low_Risk
CUST1462,30,Female,Married,University,Self-employed,62,60392,24,2,0,0.65,0,0,0,1,0.334,Medium,Low_Risk
CUST1478,42,Female,Married,University,Self-employed,143,54817,11,2,1,0.66,1,1,0,1,0.334,Low,Low_Risk
CUST2597,29,Female,Married,Primary,Self-employed,89,3257,21,4,0,0.68,1,1,0,1,0.334,High,Low_Risk
CUST0687,45,Female,Married,Secondary,Employed,104,151819,15,3,0,0.84,1,0,1,1,0.334,Medium,Low_Risk
CUST2764,32,Male,Single,Secondary,Self-employed,122,108560,13,3,0,0.58,0,0,1,1,0.333,Medium,Low_Risk
CUST2871,31,Male,Single,Secondary,Employed,144,3376,12,1,1,0.64,0,1,1,1,0.333,Low,Low_Risk
CUST2343,44,Male,Married,Primary,Employed,149,10474,11,1,1,0.76,0,0,0,1,0.333,Low,Low_Risk
CUST2578,29,Male,Married,University,Employed,85,364813,13,2,0,0.66,0,1,0,1,0.333,Medium,Low_Risk
CUST1663,32,Female,Single,Primary,Self-employed,117,103762,14,2,0,0.68,3,1,0,1,0.333,Medium,Low_Risk
CUST0220,28,Female,Single,,Self-employed,65,121002,22,1,0,0.55,0,1,0,1,0.333,Medium,Low_Risk
CUST0906,26,Female,Divorced,Secondary,Self-employed,48,152979,24,1,0,0.51,1,1,0,1,0.333,Medium,Low_Risk
CUST2694,34,Female,Single,Secondary,Employed,53,324562,19,1,0,0.85,0,1,0,1,0.332,Medium,Low_Risk
CUST2112,21,Male,Married,University,Self-employed,104,229059,13,3,0,0.68,1,1,0,1,0.332,Medium,Low_Risk
CUST1456,25,Male,Single,Secondary,Self-employed,114,205677,12,1,1,0.96,1,1,0,1,0.332,Low,Low_Risk
CUST1118,23,Male,Married,,Self-employed,56,348174,18,1,0,0.53,2,1,1,1,0.332,Medium,Low_Risk
CUST1676,26,Male,Divorced,,Employed,69,47500,23,2,0,0.77,1,1,0,1,0.332,Medium,Low_Risk
CUST2960,27,Male,Married,,Self-employed,87,177032,17,1,0,0.86,0,1,0,1,0.332,Low,Low_Risk
CUST1470,40,Male,Single,Primary,Employed,119,170206,12,2,0,0.51,0,0,0,1,0.332,Low,Low_Risk
CUST2983,36,Male,Single,Secondary,Employed,99,94671,17,1,0,0.61,1,1,1,1,0.332,Low,Low_Risk
CUST0807,44,Female,Married,Secondary,Employed,94,209856,15,2,0,0.54,0,0,0,1,0.331,Medium,Low_Risk
CUST1548,41,Male,Married,University,Employed,121,25957,15,3,0,0.99,3,1,0,1,0.331,Medium,Low_Risk
CUST1382,40,Male,Married,,Employed,58,74539,24,1,0,0.88,1,0,0,1,0.331,Medium,Low_Risk
CUST0342,44,Female,Married,Secondary,Unemployed,99,175615,15,1,1,0.88,1,1,0,1,0.331,Low,Low_Risk
CUST2356,51,Female,Married,Secondary,Employed,93,303169,13,3,0,0.5,1,1,0,1,0.331,Medium,Low_Risk
CUST1611,25,Male,Single,University,Self-employed,92,92984,18,1,0,0.77,1,0,0,1,0.33,Medium,Low_Risk
CUST0387,36,Male,Married,,Employed,74,385522,14,3,0,0.98,2,1,0,1,0.33,Medium,Low_Risk
CUST2584,35,Female,Single,University,Employed,110,52974,16,1,0,0.61,0,0,1,1,0.33,Low,Low_Risk
CUST0694,50,Male,Divorced,Primary,Self-employed,45,332535,20,3,0,0.91,3,0,0,1,0.33,Medium,Low_Risk
CUST1960,37,Female,Married,,Employed,77,406588,13,1,0,0.72,0,0,0,1,0.33,Low,Low_Risk
CUST2023,18,Female,Single,Secondary,Unemployed,112,38056,16,4,0,0.79,2,1,0,1,0.33,Medium,Low_Risk
CUST0499,46,Female,Married,Primary,Self-employed,42,557905,15,1,0,0.54,1,1,1,1,0.329,Low,Low_Risk
CUST2924,39,Female,Single,Secondary,Employed,132,111313,11,1,0,0.9,0,1,0,1,0.329,Low,Low_Risk
CUST2903,33,Male,Divorced,Primary,Employed,94,285803,13,1,0,0.58,1,0,0,1,0.329,Low,Low_Risk
CUST0572,40,Male,Married,Primary,Employed,126,152068,11,1,0,0.84,1,1,1,1,0.329,Low,Low_Risk
CUST0845,37,Female,Married,Secondary,Self-employed,86,1146,21,1,0,0.85,0,1,0,1,0.329,Medium,Low_Risk
CUST1261,43,Male,Single,University,Employed,57,327802,18,4,0,0.51,1,0,0,1,0.329,High,Low_Risk
CUST2268,29,Male,Divorced,University,Self-employed,122,7321,15,1,0,0.74,1,1,0,1,0.329,Low,Low_Risk
CUST0752,42,Female,Married,,Employed,101,152087,15,1,0,0.72,1,0,0,1,0.329,Low,Low_Risk
CUST0958,44,Male,Single,Secondary,Employed,126,109075,12,1,0,0.89,0,0,1,1,0.329,Low,Low_Risk
CUST1955,26,Male,Single,Secondary,Self-employed,16,694935,16,2,1,0.52,2,0,0,1,0.329,Medium,Low_Risk
CUST2714,24,Female,Married,Secondary,Self-employed,134,10236,13,3,0,0.82,1,0,0,1,0.329,Medium,Low_Risk
CUST2465,38,Female,Single,Secondary,Self-employed,17,814390,13,1,0,0.88,2,1,0,1,0.328,Low,Low_Risk
CUST1186,44,Female,Single,Primary,Employed,94,411654,10,4,0,0.64,2,1,1,1,0.328,Medium,Low_Risk
CUST0610,22,Male,Single,University,Employed,40,696184,12,3,0,0.69,2,1,1,1,0.328,Medium,Low_Risk
